letter_id,n,text
1346,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, ..."
135,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Antoine Perrenot</persName> de Granvela, Bischof von Arras."
1383,1.0,"Vgl. auch Myconius, 10. Feb. 1552!"
1396,1.0,... aus Breslau.
1409,1.0,"den drei katholischen Landorten Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
1412,1.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
1419,1.0,"Hinweis: <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Letters of Calvin</bibl> II 307-310, Nr. CCLXXXIV, an die Pfarrer in der Eidgenossenschaft, [Okt 1551], &#252;berpr&#252;fen!"
1426,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Pfarrerbuch</hi> 279 und Brief Hallers vom 10. Juli 1552."
1426,2.0,? (=Völk?).
144,1.0,"Michael Helding, Titularbischof von Sidon(?)."
1451,1.0,"Verleumder, Betrüger; <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 81 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 515f)."
146,1.0,Hansestädte.
1474,1.0,"den drei katholischen Landorten Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
1485,1.0,"Martinuzzi? Vgl. den mit Korrekturen Bullingers versehenen Bericht über dessen Ermordung in ZBZ, Ms F 24, S. 463-468. 470."
1486,1.0,Innsbruck.
1486,2.0,Antistes.
1491,1.0,Innsbruck.
1494,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
1494,2.0,Innsbruck.
1497,1.0,Hooper.
1499,1.0,Ludwig von Reischach?
150,1.0,Boltz.
1500,1.0,Bibelzitat (mehrere Stellen!).
154,1.0,Weihbischof Michael Helding(?).
1557,1.0,Haberer.
1581,1.0,Dieselbe Verballhornung im Brief Biblianders an Myconius vom 12. Februar!
1581,2.0,"Hinweis von RH: Mönch Jörg ist Georg Martinuzzi (biogr. Anm. in <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XII), womit die Jahreszahl des Briefes gesichert ist (laut Fabian nicht eindeutig lesbar)."
1581,3.0,"Pfauenschwanz als Symbol Österreichs? (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> IX 1033f)."
1588,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> Sat., 1, 7, 3 (u.a.?)."
161,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Stephen Gardiner</persName>."
1611,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 84 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 284)."
1624,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
1625,1.0,"Pfauenschwanz als Symbol Österreichs (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> IX 1033f)."
1627,1.0,Affäre um Pietro Manelfi
163,1.0,valentin Boltz.
1637,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 91 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 216f)."
1637,2.0,Antistes.
167,1.0,Glado von May.
1691,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
1694,1.0,Taufpaten.
1725,1.0,"Johannes Räber (Zofinger Njbl., 1977, 15)."
1725,2.0,"Diebold Etter, s. Lohner."
1725,3.0,Valentin Rebmann/Ampelander?
173,1.0,"Vgl. Lk 3, 17."
178,1.0,"Verweis: Joh. von Ulm an HB, Oxford 3. Juni 1546 (die Ascensionis domini), ""Quod nihil nunc"", Füssli I 243-247, Nr. 62, siehe (so Schieß) recte: 10. Mai 1548 ====="
1785,1.0,"Jakob Keller, Sohn von Fridolin Keller (s. Zürich StA, A 272, Nr. 167)."
1785,2.0,d. h. bei den Bischofszellern.
1794,1.0,Jacques Dupuys/Dupuis
1812,1.0,Zu Sebastian Uriel Appenzeller (derselbe?) vgl. elektron. Notizen zum Brief vom 1.1.1539.
1816,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
182,1.0,Conradus Zviccius
183,1.0,Hansestädte.
1832,1.0,"Vgl. Phil 1, 23f."
184,1.0,bevoran bereit: vorab entboten.
184,2.0,Hansestädte.
185,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
185,2.0,Glado von May.
185,3.0,Fronfasten (Quatember).
1852,1.0,Antistes.
1853,1.0,"Andreas Osiander (zur Namensform s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Osiander GA</bibl> VIII 289f und 305, 10-13)."
1855,1.0,"Johannes Funck, Chronologia ..., Königsberg (Hans Lufft) 1552 (VD 16 F 3382)."
1857,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, ***."
186,1.0,"Vertumnus: Gott des steten Wandels; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 2, 74 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 473)."
1869,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Valentin Krautwald</persName>."
1870,1.0,vorab entboten.
1877,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
1885,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW X</bibl> 204, Anm. 10 (oder ist etwas anderes gemeint?)."
1885,2.0,Innsbruck.
1885,3.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
19,1.0,"auch Gepäl, s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Z</bibl> IX 291, ABernerRef, Lohner. Lit.: Lavater in: Jahrbuch des Oberaargaus 1978."
191,1.0,"Siehe u.a. Basel, Matr. II 69, Nr. 28."
1917,1.0,Zu diesem Brief / Zart / siehe Umschlag in Reinhards Schublade!
1917,2.0,Rohr (Kt. Zürich).
1917,3.0,"Johannes Zart (Sardenus), laut <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Blarer BW</bibl> III 202. (Dieser war 1546 Provisor in Thun; s. Adolf <hi xmlns=""http://www.tei-c.org/ns/1.0"">Schaer-Ris,</hi> Die Geschichte der Thuner Stadtschulen, Diss. phil. Bern, Bern 1919, S. 45.)."
1920,1.0,Hooper.
1922,1.0,"Heinrich Gasenzer, von Werdenberg, gemäß Besitzeintrag in einem Buch (Sammelband in der Staatl. Bibl. Neuburg/Donau), mitgeteilt 2007 durch Reinhard A. Seitz (publiziert in <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Zwa</bibl> XXXIV, 2007, s. Reg.). Entlassung in der Pfalz 1564, s. Erast an HB, 29. Juli [1564]."
1943,1.0,von: cunae
1950,1.0,Gadius/Gaddi.
1951,1.0,Heute in Kantonsbibliothek Chur; s. Bündner Monatsblatt 1/2006!
1961,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
1968,1.0,Gadius/Gaddi.
1976,1.0,"Hans, Sohn von <persName xmlns=""http://www.tei-c.org/ns/1.0"">Johannes Bullinger</persName>, starb erst 1568; s. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Egli,</hi> Analecta II 166, Anm. 3."
1985,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
199,1.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
199,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Hans Kaspar von Anwyl</persName>."
199,3.0,Schreiber.
1994,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Wolfgang Wissenburg</persName>."
2,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
2007,1.0,"De iustitia regni christi capitula quatuor, 1532."
2010,1.0,"Die Berufung von Jörg Joachim nach Wynigen wurde widerrufen; s. Pfister, Die Präd. d. bern. Aarg. S. 141f, Nr. 1115f (irrtüml. Joh. Georg Will; vgl. Nachtr. zu <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> I-X)."
202,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">CO</bibl> XII 722. Unterdessen ev. erschienen: Publikation von Elsie McKee &#252;b. Kath. Sch&#252;tz Zell"
2036,1.0,"Jean L'Archer, s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XI."
204,1.0,"Vgl. Titus Livius, Ab urbe condita, 42, 59, 8; Sueton, Claudius, 4, 4."
2044,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Samuel Wyttenbach</persName>."
2047,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
2047,2.0,"Bullinger an Joh. Haller, 24. Okt., s. Nr. 23290!"
205,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Ovid,</hi> Heroides, 1, 12."
2051,1.0,Nîmes.
2074,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
2080,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2091,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Wolfgang Wissenburg</persName>."
21,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johannes Gislinger</persName>."
2101,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2101,2.0,"Von hier an ist die rechte Seite des Briefes abgerissen. Die Adresse des (aufgeklebten) Blattes ist lesbar, wenn man dieses gegen das Licht hält."
211,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> Epistulae, 1, 18, 84."
211,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
213,1.0,i. S. v. professionis.
2149,1.0,Am 15. Dez. 1553.
2150,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
2158,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 4, 174f."
2158,2.0,"Bewohner des Rheintales, vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XII..."
2160,1.0,Antistes.
2176,1.0,"Vgl. in auch Brief 26101 (Agricola/Meyer an Ottheinrich, 15. Mai 1556: ""die dry gwaltigen buͤcher der kriegskampffstucken""); Ludwig <hi xmlns=""http://www.tei-c.org/ns/1.0"">Rockinger,</hi> Die Pflege der Geschichte durch die Wittelsbacher. Akademische FS zur Feier des Wittelsbacher Jubil&#228;ums, M&#252;nchen [1880], Beilage I, S. (15): ""Laurentij Agricolae tomus tertius rerum bellicarum, ex clarissimis romanae historiae historiographis. vngepunden[sic] vnd geschriben."" (In der Liste von B&#252;chern, die Ottheinrich 1556 von Neuburg nach Heidelberg mitbrachte.)."
2179,1.0,Göuffi.
2182,1.0,"Gervasius Schuler an Bullinger, Lenzburg, 8. Februar 1554, ist am Ende des Jahrgangs eingeordnet"
2196,1.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
220,1.0,Ismael Buchser??
220,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
220,3.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, ***."
2203,1.0,Tremellius?
2228,1.0,Antistes.
223,1.0,"zur Belagerung von KN/Kner Sturm s. StA ZH, A 170.1, dort Abschrift in HBs Hand"
2240,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
2244,1.0,"thom Camph schrieb irrtümlich einen Kondolenzbrief an Pellikans Sohn; s. Zwey Aneckdoten zu Beleuchtung des Charackters und der Denkart etlicher berühmter Männer des sechszehnten Jahrhunderts, in: Schweitzerisches Museum IV, 1788, Zehntes Heft, S. 791-797 (hier S. 791-794)."
2254,1.0,Göuffi.
2259,1.0,Jacques Dupuys/Dupuis
2281,1.0,"Vgl. Phil 1, 23."
2285,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2285,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2285,3.0,Göuffi.
2285,4.0,"Zur folgenden Angelegenheit s. auch Zürich StA, E II 357a, 835f (von Funklis Hand, Beilage zu diesem Brief?; Abschrift Simlers in Zürich ZB, Ms. 199, 227)."
2316,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Georges</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Gloor,</hi> in: Lenzburger Njbl., 1969, S. 90 (dieser?)."
2316,2.0,Haberer.
2317,1.0,vorab entboten.
2330,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2330,2.0,Göuffi.
2350,1.0,"Vgl. Phil 1, 23."
2377,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> Sat., 1, 7, 3 (u.a.?)."
239,1.0,"die Hansestädte (""Seestädte"")."
241,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Michael Adam</persName>."
2419,1.0,"1Kor 2, 9."
2419,2.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 4, 336."
2426,1.0,Antistes.
2439,1.0,Hemmann
244,1.0,"Vgl. 1Kor 3, 6f."
245,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2455,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2455,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2455,3.0,"Vgl. Persius, Saturae, 4, 52."
2455,4.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2465,1.0,Antistes.
247,1.0,Hansestädte.
247,2.0,Hansestädte.
248,1.0,"Mänzer, Menzer, vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Pfarrerbuch</hi> u. Lohner."
249,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Antoine Perrenot</persName> de Granvela, Bischof von Arras."
2496,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2496,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Samuel Wyttenbach</persName>."
2496,3.0,"Küngold, geb. von Schönau?"
2496,4.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2499,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, ***."
25,1.0,Vgl. darüber die Diss. von Josef Schmuck (ZB: TA 6277: 22).
250,1.0,"die Hansestädte (""Seestädte"")."
250,2.0,Ps 117/118?
2512,1.0,"Vielleicht Tuchherr <persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Hirzel</persName> (1511-1573)? Zu diesem vgl. Katalog der Hss. der ZBZ, II: Familienarchive, Sp. 254."
253,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 9, 63 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 676f)."
2558,1.0,Feyérthóy.
2561,1.0,"Dieser verspricht Biel 1563 seine Dienste, um durch Kaiser Bestätigung der Freiheiten zu erhalten (Biel Stadtarchiv 102, CXVII, Nr. 44); entschuldigt 1558 das Ausbleiben einer entsprechenden Bestätigungsurkunde (ebd., Nr. 154). Halbbruder von Jakob Funcklin; vgl. dessen Vita von Max Schiendorfer (2006 noch unpubl.)."
2563,1.0,Erasmus?
2568,1.0,"Joh. Hoflius (Höfflin, s. Lohner), s. auch Bern Burgerbibliothek, cod. 653 (Theologica, von Hoflius geschrieben, z.T. 1551, z.T. März 1555 im Haus von Guldibeck)."
2580,1.0,"Adag. 1, 2, 5?"
2588,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Hans Vogler</persName>."
2596,1.0,Antistes.
260,1.0,Leute(?) aus den Hansestädten.
2609,1.0,"vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XI, Nr. 1477/1492!"
2613,1.0,"Die drei katholischen Landorte Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
263,1.0,"Vgl. Ex 16, 3."
2630,1.0,Antistes.
2636,1.0,richtig: perendie = übermorgen - 25. Mai /Himmelfahrt 1555: 23. Mai.
264,1.0,"Vielleicht der Brief an Unbekannt in Zürich ZB, Ms A 69, 319???"
264,2.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 9, 63 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 676f)."
2646,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2646,2.0,Würben?
2653,1.0,"Gehört hierher auch Zürich StA, E II 446, 1f? Hat André Holenstein unterdessen etwas dazu publiziert? Siehe auch Bullingers Bericht in ZBZ, Ms A 70, 627f. Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Meyer, Locarno</bibl> II 48-53."
2660,1.0,"Die drei katholischen Landorte Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
2660,2.0,"Die drei katholischen Landorte Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
2664,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2664,2.0,Würben?
2664,3.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">K&#252;ngold von Sch&#246;nau</persName>?"
2676,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
2676,2.0,Göuffi.
2693,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Eigenh&#228;ndig.</hi>"
2693,2.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Eigenh&#228;ndig.</hi>"
270,1.0,Simprecht Vogt?
2701,1.0,Israel Stäheli? ...
272,1.0,Kirchheim unter Teck?
2727,1.0,"liest Elze, Hinweis von Prof. Bryner, 6.11.08"
2763,1.0,Johann(es) Winter/Guinterius.
2763,2.0,Johann(es) Winter/Guinterius.
2776,1.0,Antistes.
2792,1.0,"vgl. auch Schreiben Philipp Gallicius an Bullinger, Chur, 7. Januar 1556 mit Beilage vom 27. Dezember 1555"
2801,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
2801,2.0,"Vgl. den lutherischen Konkordienvorschlag von 1529: <hi xmlns=""http://www.tei-c.org/ns/1.0"">K&#246;hler,</hi> ZL II 337!"
2807,1.0,Gal. 1.
2807,2.0,2. Ioan. 1.
283,1.0,"Bernh. Ziegler, s. VD 16 <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Z</bibl> 410."
2836,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Georg Maurer</persName>."
2836,2.0,"Siehe Zürich StA, A 202/4, Memmingen Nr. 9-14 (überprüfen!)."
288,1.0,Wallisellen?
2889,1.0,"Livius, Ab urbe condita, 9, 19, 15."
29,1.0,"Die drei katholischen Landorte Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
292,1.0,"die Hansestädte (""Seestädte"")."
292,2.0,Breslau.
2923,1.0,"Wohl nach: Johannes Sichard (Hg.), Antidotum contra diversas omnium fere seculorum haereses, Basel 1528 (s. Griechischer Geist aus Basler Pressen ... 435; ungenau: VD 16 S 6283)."
2924,1.0,"Gregorius Lewerer (zog 1555 mit Meyer in die Fremde, vgl. den Vermerk auf dem Schreiben von Lauingen an Zürich vom 30. Sept. 1555 in Zürich StA, E I 1. 3b). - Lit.: <hi xmlns=""http://www.tei-c.org/ns/1.0"">Pfarrerbuch</hi>."
2928,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Cicero,</hi> Orationes Philippicae, 5, 5 und s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XIV *** ."
2936,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl> 1, 9, 83 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II/2 396, Nr. 883)."
2959,1.0,Antistes.
298,1.0,Briefe Bullingers an Jakob Fehr sind nicht erhalten.
298,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Karl V.</persName>"
298,3.0,Straßburg.
298,4.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Theodor Bibliander</persName>."
301,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> Epistulae, 1, 18, 84."
3030,1.0,Rufach.
3034,1.0,Betschwanden.
3034,2.0,im Obertoggenburg(?).
3097,1.0,Antistes.
3099,1.0,"Hinweis zur Holzsparkunst: In den Instruktionen in Zürich StA bezieht sich ein Dokument auf ein Privileg für [Konrad] Zwicks Erfindung; gefunden in: Weisses Register XXV 799, Nr. 21. Vgl. auch in den gedruckten Eidg. Abschieden, Stichwort ""Erfindungen"". Publikation zu diesem Thema von <persName xmlns=""http://www.tei-c.org/ns/1.0"">Hans Rudolf Lavater</persName> in FS Dellsperger!"
31,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johannes Gislinger</persName>."
3118,1.0,Antistes.
3125,1.0,"Krzcięcice, vgl. Akta synodów, Register."
315,1.0,Thomas Wirz.
319,1.0,"Bullinger an Johannes Haller, 26. Oktober 1548, am Ende der Datei!"
320,1.0,Inderhalden.
321,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 99 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 180)."
322,1.0,"Vgl. Persius, Saturae, 4, 52."
3268,1.0,Raphael Hofhalter.
3280,1.0,"a Caesar. ist v. Bull. unterstrichen u. a. R. durch ""a Gallis"" verbessert. duc.quendam. ebf. v.Bull. unterstrichen u.a.R. dazu bem. ""Angien."""
3283,1.0,"Joh. Ulrich Müller, gen. Rhellikan? Siehe Zürich StA, A 208.1, Nr. 29f. Vgl. Bern StA, Ratsmanual zum 2. Juni 1562: Rhellicans sel. Sohn ein doppelten Mushafen."
3288,1.0,Von anderer Hand darüber der Zeile nachgetragen.
3302,1.0,Zum Lamb.
3304,1.0,Zum Lamb.
3306,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 72 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-3 290-292, Nr. 1272)."
3321,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
3339,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johann Anton Tillier</persName>."
3342,1.0,Nr. 27080 fehlt!
3352,1.0,Wunderlich.
3359,1.0,von Breslau.
3362,1.0,"umfassende Bildung (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 241)."
3362,2.0,"Vgl. Gwalther an HB, 15. 11. 1539, Anm. ..."
3367,1.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 1, 199."
3367,2.0,Melanchthon?
3371,1.0,ein Woiwode (welcher?).
3378,1.0,Ursinus.
3389,1.0,"Zur Biogr.: Empfehlung für ihn als Hofrat in Wien: HHStA, Staatenabteilung, Schweiz, Kart. 13, fol. 95 und 214, 1559/60; Einzelheiten s. Notizen zum Besuch im HHStA (2004) im Ordner unter Österreich/Wien HHStA."
3391,1.0,"Zur Abweisung des Geschenks vgl. Sal. Hess, Ursprung, Gang und Folgen ... (Gd XIII 7416), S. 102, Anm. (aufgrund welcher Quelle?)."
3392,1.0,Arras.
3404,1.0,"Mascezel (vgl. etwa <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Pauly/Wissowa</bibl> XXVIII)."
3411,1.0,bisher.
3412,1.0,Wildbad im Schwarzwald (Baden-Württemberg).
3435,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl> 1, 9, 83 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II/2 396, Nr. 883)."
3435,2.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
3438,1.0,"Lauscher; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 2, 44 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II ...)."
3445,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> Sat., 1, 7, 3 (u.a.?)."
3445,2.0,"vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 3, 7 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 114)."
3445,3.0,"Vgl. Röm 14, 5."
3445,4.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
3449,1.0,"Johannes Ewich. Aus Hörstgen bei Kleve. Zur Biographie vgl. Gustav C. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Knod,</hi> Rheinl&#228;ndische Studenten im 16. und 17. Jahrhundert auf der Universit&#228;t Padua, in: Annalen des historischen Vereins f&#252;r den Niederrhein, insbesondere die alte Erzdi&#246;zese K&#246;ln, 68, 1899, S. 168, Nr. 3. Vorhanden in ZB Z&#252;rich UN 526, 67-68."
345,1.0,"= Herlinus (Haller an HB, 23.3.61) / Herlyn (Basel, Matrikel II 95) / Heerli (Lohner)? (jedenfalls ein Berner!)."
