letter_id,edition,n_footnote,n_sentence,xml_footnote,xml_sentence,text_footnote,text_sentence,len_footnote,pos_footnote,label
10013,20,29,53,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn29"" type=""footnote"" n=""29"">Vielleicht Johann Spreter (Spräter), der 1520 als Fiskal der Konstanzer Kurie belegt ist und am 2. Januar 1522 auf Beschluss des Bischofs als Insiegler vorgeschlagen wurde; s. <bibl>Helvetia Sacra</bibl> II/2 607-614. 623f. Ob er dieses Amt noch 1523/24 innehatte, ist nicht klar.</note>, et id genus alii.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""53"" xml:lang=""la"" type=""auto""><persName ref=""20150"" type=""auto_name"">Notarius</persName><note xml:id=""fn28"" type=""footnote"" n=""28"">Vielleicht <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (geb. 1487, gest. 1533), Kleriker des Bistums Konstanz und Verfasser einer Bistumschronik. Von 1507 bis 1520 „notarius collateralis“ der Konstanzer Offizialatskurie. Seit dem 13. Oktober 1523 auch päpstlicher Notar; s. Peter-Johannes Schuler, Notare Südwestdeutschlands. Textband, Stuttgart 1987, S. 506f, <ref target=""file11540"">Nr. 1497</ref>; Pia Ulrike Eckhart, Ursprung und Gegenwart. Geschichtsschreibung in der Bischofsstadt und das Werk des Konstanzer Notars <persName ref=""p20150"" cert=""high"">Beatus Widmer</persName> (1475-ca. 1533), Stuttgart 2016.</note>, fiscalis<note xml:id=""fn29"" type=""footnote"" n=""29"">Vielleicht Johann Spreter (Spräter), der 1520 als Fiskal der Konstanzer Kurie belegt ist und am 2. Januar 1522 auf Beschluss des Bischofs als Insiegler vorgeschlagen wurde; s. <bibl>Helvetia Sacra</bibl> II/2 607-614. 623f. Ob er dieses Amt noch 1523/24 innehatte, ist nicht klar.</note>, et id genus alii.</s>","Vielleicht Johann Spreter (Spräter), der 1520 als Fiskal der Konstanzer Kurie belegt ist und am 2. Januar 1522 auf Beschluss des Bischofs als Insiegler vorgeschlagen wurde; s. Helvetia Sacra II/2 607-614. 623f. Ob er dieses Amt noch 1523/24 innehatte, ist nicht klar., et id genus alii.","Notarius__28, fiscalis__29, et id genus alii.",46,1,misc
10013,20,30,56,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn30"" type=""footnote"" n=""30"">Matho, ein reicher Anwalt, sowohl in den Satiren Juvenals als auch in den Epigrammen Martials.</note> Si nequeat cupidi, tutor abesse volet.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""56"" xml:lang=""la"" type=""auto"">Causa inopis torpet, peram ditare Mathonis<note xml:id=""fn30"" type=""footnote"" n=""30"">Matho, ein reicher Anwalt, sowohl in den Satiren Juvenals als auch in den Epigrammen Martials.</note> Si nequeat cupidi, tutor abesse volet.</s>","Matho, ein reicher Anwalt, sowohl in den Satiren Juvenals als auch in den Epigrammen Martials. Si nequeat cupidi, tutor abesse volet.","Causa inopis torpet, peram ditare Mathonis__30 Si nequeat cupidi, tutor abesse volet.",21,5,misc
10013,20,31,72,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn31"" type=""footnote"" n=""31"">Vermutlich Johann Fridinger, von 1510 bis 1527 Offizial unter Bischof <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName> und ab 1518 auch häufig Vizegeneralvikar. Er war Dr. iur. utr. und Advokat der bischöflichen Kurie; s. <bibl>Helvetia Sacra</bibl> II/2 597.</note> ac Dispensator","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""72"" xml:lang=""la"" type=""auto"">Officialis<note xml:id=""fn31"" type=""footnote"" n=""31"">Vermutlich Johann Fridinger, von 1510 bis 1527 Offizial unter Bischof <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName> und ab 1518 auch häufig Vizegeneralvikar. Er war Dr. iur. utr. und Advokat der bischöflichen Kurie; s. <bibl>Helvetia Sacra</bibl> II/2 597.</note> ac Dispensator<note xml:id=""fn32"" type=""footnote"" n=""32"">Hofmeister; Verwalter. - Vermutlich Dr. iur. Georg Vergenhans, seit Juni 1520 Verwalter der Propstei. Im Januar 1523 hatte er zusammen mit <persName ref=""p7936"" cert=""high"">Johannes Fabri</persName> an der ersten Zürcher Disputation teilgenommen. Am 10. September 1523 war er vom Kapitel zum Dekan gewählt worden; s. <bibl>Helvetia Sacra</bibl> II/2 821f.</note>, etc.</s>","Vermutlich Johann Fridinger, von 1510 bis 1527 Offizial unter Bischof Hugo von Hohenlandenberg und ab 1518 auch häufig Vizegeneralvikar. Er war Dr. iur. utr. und Advokat der bischöflichen Kurie; s. Helvetia Sacra II/2 597. ac Dispensator","Officialis__31 ac Dispensator__32, etc.",36,0,misc
10013,20,32,72,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn32"" type=""footnote"" n=""32"">Hofmeister; Verwalter. - Vermutlich Dr. iur. Georg Vergenhans, seit Juni 1520 Verwalter der Propstei. Im Januar 1523 hatte er zusammen mit <persName ref=""p7936"" cert=""high"">Johannes Fabri</persName> an der ersten Zürcher Disputation teilgenommen. Am 10. September 1523 war er vom Kapitel zum Dekan gewählt worden; s. <bibl>Helvetia Sacra</bibl> II/2 821f.</note>, etc.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""72"" xml:lang=""la"" type=""auto"">Officialis<note xml:id=""fn31"" type=""footnote"" n=""31"">Vermutlich Johann Fridinger, von 1510 bis 1527 Offizial unter Bischof <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName> und ab 1518 auch häufig Vizegeneralvikar. Er war Dr. iur. utr. und Advokat der bischöflichen Kurie; s. <bibl>Helvetia Sacra</bibl> II/2 597.</note> ac Dispensator<note xml:id=""fn32"" type=""footnote"" n=""32"">Hofmeister; Verwalter. - Vermutlich Dr. iur. Georg Vergenhans, seit Juni 1520 Verwalter der Propstei. Im Januar 1523 hatte er zusammen mit <persName ref=""p7936"" cert=""high"">Johannes Fabri</persName> an der ersten Zürcher Disputation teilgenommen. Am 10. September 1523 war er vom Kapitel zum Dekan gewählt worden; s. <bibl>Helvetia Sacra</bibl> II/2 821f.</note>, etc.</s>","Hofmeister; Verwalter. - Vermutlich Dr. iur. Georg Vergenhans, seit Juni 1520 Verwalter der Propstei. Im Januar 1523 hatte er zusammen mit Johannes Fabri an der ersten Zürcher Disputation teilgenommen. Am 10. September 1523 war er vom Kapitel zum Dekan gewählt worden; s. Helvetia Sacra II/2 821f., etc.","Officialis__31 ac Dispensator__32, etc.",47,2,misc
10013,20,33,73,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn33"" type=""footnote"" n=""33"">= plebano (Leutpriester, Dorfpfarrer). - Vgl. Müllers Unterschrift in seinem Brief an Zwingli vom 16. August 1522: „Iodocus Müller, plebeianus in Chamm ...“ (<bibl>Z</bibl> VII 560).</note> et adhuc superest quem prodimus hostem, Sęvus ab ore tenax officialis homo.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""73"" xml:lang=""la"" type=""auto"">Plebeiano<note xml:id=""fn33"" type=""footnote"" n=""33"">= plebano (Leutpriester, Dorfpfarrer). - Vgl. Müllers Unterschrift in seinem Brief an Zwingli vom 16. August 1522: „Iodocus Müller, plebeianus in Chamm ...“ (<bibl>Z</bibl> VII 560).</note> et adhuc superest quem prodimus hostem, Sęvus ab ore tenax officialis homo.<pb type=""edition"" next=""738""/></s>","= plebano (Leutpriester, Dorfpfarrer). - Vgl. Müllers Unterschrift in seinem Brief an Zwingli vom 16. August 1522: „Iodocus Müller, plebeianus in Chamm ...“ (Z VII 560). et adhuc superest quem prodimus hostem, Sęvus ab ore tenax officialis homo.","Plebeiano__33 et adhuc superest quem prodimus hostem, Sęvus ab ore tenax officialis homo.",38,0,lex
10013,20,34,80,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn34"" type=""footnote"" n=""34"">Vgl. Martial, Epigramme, 10, 37, 13f.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""80"" xml:lang=""la"" type=""auto"">Instat et obnixe vetitos inducere mores, Mordeat utque suos anxia pręda canes.<note xml:id=""fn34"" type=""footnote"" n=""34"">Vgl. Martial, Epigramme, 10, 37, 13f.</note></s>","Vgl. Martial, Epigramme, 10, 37, 13f.","Instat et obnixe vetitos inducere mores, Mordeat utque suos anxia pręda canes.__34",6,11,misc
10013,20,35,87,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn35"" type=""footnote"" n=""35"">Siehe dazu vielleicht unten Anm. 92.</note> abit.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""87"" xml:lang=""la"" type=""auto"">Infamare pios repetit fiscalis alumnos, Liber et indemnis sępe Suevus<note xml:id=""fn35"" type=""footnote"" n=""35"">Siehe dazu vielleicht unten Anm. 92.</note> abit.</s>",Siehe dazu vielleicht unten Anm. 92. abit.,"Infamare pios repetit fiscalis alumnos, Liber et indemnis sępe Suevus__35 abit.",7,9,misc
10013,20,36,95,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn36"" type=""footnote"" n=""36"">Hier als indecoris zu verstehen; s. Thesaurus linguae Latinae, Bd. VII/1 1126f.</note> ascito dissidet usque ferox.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""95"" xml:lang=""la"" type=""auto"">Advena finitimos pepulit violentus et audax, Indecus<note xml:id=""fn36"" type=""footnote"" n=""36"">Hier als indecoris zu verstehen; s. Thesaurus linguae Latinae, Bd. VII/1 1126f.</note> ascito dissidet usque ferox.</s>","Hier als indecoris zu verstehen; s. Thesaurus linguae Latinae, Bd. VII/1 1126f. ascito dissidet usque ferox.","Advena finitimos pepulit violentus et audax, Indecus__36 ascito dissidet usque ferox.",16,6,misc
10013,20,37,98,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn37"" type=""footnote"" n=""37"">Die Salier-Priester hielten jährlich im März beim Marskult mit ihren Schilden einen Umzug ab und führten dabei Waffentänze auf.</note> Longius ut pestem (quam puto) avarus agat?","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""98"" xml:lang=""la"" type=""auto"">Quid Salius Marti gladiis ancilia pulsat,<note xml:id=""fn37"" type=""footnote"" n=""37"">Die Salier-Priester hielten jährlich im März beim Marskult mit ihren Schilden einen Umzug ab und führten dabei Waffentänze auf.</note> Longius ut pestem (quam puto) avarus agat?</s>",Die Salier-Priester hielten jährlich im März beim Marskult mit ihren Schilden einen Umzug ab und führten dabei Waffentänze auf. Longius ut pestem (quam puto) avarus agat?,"Quid Salius Marti gladiis ancilia pulsat,__37 Longius ut pestem (quam puto) avarus agat?",26,5,misc
10013,20,38,108,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn38"" type=""footnote"" n=""38""><bibl>Adagia</bibl> 1, 2, 53 (<bibl>ASD</bibl> II/1 268, <ref target=""file10184"">Nr. 153</ref>).</note> mordet ut ossa canis.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""108"" xml:lang=""la"" type=""auto"">Luctari<note xml:id=""fng"" type=""footnote"" n=""g"">Am Rand ist certare als Variante oder Korrektur für luctari angebracht.</note> ingenuo nihil est indignius ore, Cum larvis lapides,<note xml:id=""fn38"" type=""footnote"" n=""38""><bibl>Adagia</bibl> 1, 2, 53 (<bibl>ASD</bibl> II/1 268, <ref target=""file10184"">Nr. 153</ref>).</note> mordet ut ossa canis.</s>","Adagia 1, 2, 53 (ASD II/1 268, Nr. 153). mordet ut ossa canis.","Luctari__g ingenuo nihil est indignius ore, Cum larvis lapides,__38 mordet ut ossa canis.",13,8,misc
10013,20,39,110,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn39"" type=""footnote"" n=""39"">Vgl. <bibl>Adagia</bibl> 1, 1, 40f (<bibl>ASD</bibl> II/1 154-156, Nr. 40f).</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""110"" xml:lang=""la"" type=""auto"">Sus quid et unde potest ignava docere Minervam?<note xml:id=""fn39"" type=""footnote"" n=""39"">Vgl. <bibl>Adagia</bibl> 1, 1, 40f (<bibl>ASD</bibl> II/1 154-156, Nr. 40f).</note></s>","Vgl. Adagia 1, 1, 40f (ASD II/1 154-156, Nr. 40f).",Sus quid et unde potest ignava docere Minervam?__39,10,7,misc
10013,20,40,111,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn40"" type=""footnote"" n=""40"">Vgl. <bibl>Adagia</bibl> 1, 4, 35. 37 (<bibl>ASD</bibl> II/1 434- 436, <ref target=""file10367"">Nr. 335</ref>. 337); 1, 7, 22 (<bibl>ASD</bibl> II/2 146, <ref target=""file10660"">Nr. 622</ref>).</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""111"" xml:lang=""la"" type=""auto"">Qur asini musas, gracculus atque lyram?<note xml:id=""fn40"" type=""footnote"" n=""40"">Vgl. <bibl>Adagia</bibl> 1, 4, 35. 37 (<bibl>ASD</bibl> II/1 434- 436, <ref target=""file10367"">Nr. 335</ref>. 337); 1, 7, 22 (<bibl>ASD</bibl> II/2 146, <ref target=""file10660"">Nr. 622</ref>).</note></s>","Vgl. Adagia 1, 4, 35. 37 (ASD II/1 434- 436, Nr. 335. 337); 1, 7, 22 (ASD II/2 146, Nr. 622).","Qur asini musas, gracculus atque lyram?__40",21,5,misc
10013,20,41,115,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn41"" type=""footnote"" n=""41"">Offenbar sind hier spöttische Gesten wie Eselsohren gemeint; vgl. etwa Persius, Satiren, 1, 58f.</note>","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""115"" xml:lang=""la"" type=""auto"">Despicit a tergo, manibus dum format apertis, Auriculas nebulo, quas malesanus agit.<note xml:id=""fn41"" type=""footnote"" n=""41"">Offenbar sind hier spöttische Gesten wie Eselsohren gemeint; vgl. etwa Persius, Satiren, 1, 58f.</note></s>","Offenbar sind hier spöttische Gesten wie Eselsohren gemeint; vgl. etwa Persius, Satiren, 1, 58f.","Despicit a tergo, manibus dum format apertis, Auriculas nebulo, quas malesanus agit.__41",14,11,misc
10013,20,42,117,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn42"" type=""footnote"" n=""42"">Zu verstehen: Stümper-Kapläne.</note> Vita sacellani satis est invisa dolosi, Quem iuvat optato ponere iure loco.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""117"" xml:lang=""la"" type=""auto"">Sacellani idiotę<note xml:id=""fn42"" type=""footnote"" n=""42"">Zu verstehen: Stümper-Kapläne.</note> Vita sacellani satis est invisa dolosi, Quem iuvat optato ponere iure loco.</s>","Zu verstehen: Stümper-Kapläne. Vita sacellani satis est invisa dolosi, Quem iuvat optato ponere iure loco.","Sacellani idiotę__42 Vita sacellani satis est invisa dolosi, Quem iuvat optato ponere iure loco.",15,1,misc
10013,20,43,119,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn43"" type=""footnote"" n=""43"">Bezogen auf „plebs“; vgl. <bibl>Stotz</bibl> IV 149, Nr. 74.4.</note> simul invadat, sicque rebellis obest.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""119"" xml:lang=""la"" type=""auto"">Vix requiem mugit, timor est offensio plebis, Hunc<note xml:id=""fn43"" type=""footnote"" n=""43"">Bezogen auf „plebs“; vgl. <bibl>Stotz</bibl> IV 149, Nr. 74.4.</note> simul invadat, sicque rebellis obest.</s>","Bezogen auf „plebs“; vgl. Stotz IV 149, Nr. 74.4. simul invadat, sicque rebellis obest.","Vix requiem mugit, timor est offensio plebis, Hunc__43 simul invadat, sicque rebellis obest.",14,7,misc
10013,20,44,122,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn44"" type=""footnote"" n=""44"">Hier vielleicht im Sinne von dem durch ein Testament verfügtes Erbe. Vielleicht aber liegt hier eine Verschreibung für das Wort diaeteta (Schiedsrichter) vor, welches in diesem Zusammenhang als „Gastrokritiker“ zu verstehen wäre.</note> vorat.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""122"" xml:lang=""la"" type=""auto"">Ebrius in mensa, crudo stomacho hic aliena Nunc epulis comedo vel diatheca<note xml:id=""fn44"" type=""footnote"" n=""44"">Hier vielleicht im Sinne von dem durch ein Testament verfügtes Erbe. Vielleicht aber liegt hier eine Verschreibung für das Wort diaeteta (Schiedsrichter) vor, welches in diesem Zusammenhang als „Gastrokritiker“ zu verstehen wäre.</note> vorat.</s>","Hier vielleicht im Sinne von dem durch ein Testament verfügtes Erbe. Vielleicht aber liegt hier eine Verschreibung für das Wort diaeteta (Schiedsrichter) vor, welches in diesem Zusammenhang als „Gastrokritiker“ zu verstehen wäre. vorat.","Ebrius in mensa, crudo stomacho hic aliena Nunc epulis comedo vel diatheca__44 vorat.",33,11,misc
10013,20,45,135,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn45"" type=""footnote"" n=""45"">Theon, ein schmähsüchtiger Neider bei Horaz, Epistulae, 1, 18, 82; vgl. <bibl>Adagia</bibl> 2, 2, 55 (<bibl>ASD</bibl> II/3 171f, <ref target=""file11198"">Nr. 1155</ref>).</note> molesta secat.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""135"" xml:lang=""la"" type=""auto"">Ingemit ha quoties non audet dicere contra, Dumque Theonino dente<note xml:id=""fn45"" type=""footnote"" n=""45"">Theon, ein schmähsüchtiger Neider bei Horaz, Epistulae, 1, 18, 82; vgl. <bibl>Adagia</bibl> 2, 2, 55 (<bibl>ASD</bibl> II/3 171f, <ref target=""file11198"">Nr. 1155</ref>).</note> molesta secat.</s>","Theon, ein schmähsüchtiger Neider bei Horaz, Epistulae, 1, 18, 82; vgl. Adagia 2, 2, 55 (ASD II/3 171f, Nr. 1155). molesta secat.","Ingemit ha quoties non audet dicere contra, Dumque Theonino dente__45 molesta secat.",22,9,misc
10013,20,46,136,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn46"" type=""footnote"" n=""46"">Vgl. Martial, Epigramme, 6, 34, 2f, sowie Iacopo Sannazaro, Ad amicam, 5, zitiert in: Eckard Lefèvre, Von Catull zu Du Bellay. Einige Gedanken zur neulateinischen Mittlerrolle zwischen antiker und neuzeitlicher Dichtung, in: Die neulateinische Dichtung in Frankreich zur Zeit der Pléiade - La Poésie néo-latine en France au temps de la Pléiade, hg. von Marie-France Guipponi-Gineste et al., Tübingen 2015, S. 131.</note> Tot gerit insidias in tua damna minax.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""136"" xml:lang=""la"" type=""auto"">Quot maris Ęgęi tenues numerabis harenas,<note xml:id=""fn46"" type=""footnote"" n=""46"">Vgl. Martial, Epigramme, 6, 34, 2f, sowie Iacopo Sannazaro, Ad amicam, 5, zitiert in: Eckard Lefèvre, Von Catull zu Du Bellay. Einige Gedanken zur neulateinischen Mittlerrolle zwischen antiker und neuzeitlicher Dichtung, in: Die neulateinische Dichtung in Frankreich zur Zeit der Pléiade - La Poésie néo-latine en France au temps de la Pléiade, hg. von Marie-France Guipponi-Gineste et al., Tübingen 2015, S. 131.</note> Tot gerit insidias in tua damna minax.</s>","Vgl. Martial, Epigramme, 6, 34, 2f, sowie Iacopo Sannazaro, Ad amicam, 5, zitiert in: Eckard Lefèvre, Von Catull zu Du Bellay. Einige Gedanken zur neulateinischen Mittlerrolle zwischen antiker und neuzeitlicher Dichtung, in: Die neulateinische Dichtung in Frankreich zur Zeit der Pléiade - La Poésie néo-latine en France au temps de la Pléiade, hg. von Marie-France Guipponi-Gineste et al., Tübingen 2015, S. 131. Tot gerit insidias in tua damna minax.","Quot maris Ęgęi tenues numerabis harenas,__46 Tot gerit insidias in tua damna minax.",69,5,misc
10013,20,47,137,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn47"" type=""footnote"" n=""47"">Hier wohl im Sinne von Geschäfte.</note>, plebis","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""137"" xml:lang=""la"" type=""auto"">Non domini gessisse vices<note xml:id=""fn47"" type=""footnote"" n=""47"">Hier wohl im Sinne von Geschäfte.</note>, plebis<note xml:id=""fn48"" type=""footnote"" n=""48"">Gemeinde; Kirchenvolk; vgl. <bibl>Stotz</bibl> II 16f, Nr. 14.8.</note> neque curam; Indicat infidi triste clientis<note xml:id=""fn49"" type=""footnote"" n=""49"">Dienstmann; vgl. <bibl>Stotz</bibl> I 406f, Nr. 29.15.</note> opus.</s>","Hier wohl im Sinne von Geschäfte., plebis","Non domini gessisse vices__47, plebis__48 neque curam; Indicat infidi triste clientis__49 opus.",7,3,misc
10013,20,48,137,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn48"" type=""footnote"" n=""48"">Gemeinde; Kirchenvolk; vgl. <bibl>Stotz</bibl> II 16f, Nr. 14.8.</note> neque curam; Indicat infidi triste clientis","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""137"" xml:lang=""la"" type=""auto"">Non domini gessisse vices<note xml:id=""fn47"" type=""footnote"" n=""47"">Hier wohl im Sinne von Geschäfte.</note>, plebis<note xml:id=""fn48"" type=""footnote"" n=""48"">Gemeinde; Kirchenvolk; vgl. <bibl>Stotz</bibl> II 16f, Nr. 14.8.</note> neque curam; Indicat infidi triste clientis<note xml:id=""fn49"" type=""footnote"" n=""49"">Dienstmann; vgl. <bibl>Stotz</bibl> I 406f, Nr. 29.15.</note> opus.</s>","Gemeinde; Kirchenvolk; vgl. Stotz II 16f, Nr. 14.8. neque curam; Indicat infidi triste clientis","Non domini gessisse vices__47, plebis__48 neque curam; Indicat infidi triste clientis__49 opus.",14,4,misc
10013,20,49,137,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn49"" type=""footnote"" n=""49"">Dienstmann; vgl. <bibl>Stotz</bibl> I 406f, Nr. 29.15.</note> opus.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""137"" xml:lang=""la"" type=""auto"">Non domini gessisse vices<note xml:id=""fn47"" type=""footnote"" n=""47"">Hier wohl im Sinne von Geschäfte.</note>, plebis<note xml:id=""fn48"" type=""footnote"" n=""48"">Gemeinde; Kirchenvolk; vgl. <bibl>Stotz</bibl> II 16f, Nr. 14.8.</note> neque curam; Indicat infidi triste clientis<note xml:id=""fn49"" type=""footnote"" n=""49"">Dienstmann; vgl. <bibl>Stotz</bibl> I 406f, Nr. 29.15.</note> opus.</s>","Dienstmann; vgl. Stotz I 406f, Nr. 29.15. opus.","Non domini gessisse vices__47, plebis__48 neque curam; Indicat infidi triste clientis__49 opus.",8,10,misc
10013,20,50,139,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn50"" type=""footnote"" n=""50"">Attis, der Geliebte der phrygischen Göttin Kybele, der sich selbst kastrierte; s. Rosario Moreno Soldevila et al., A Prosopography to Martial’s Epigrams, Berlin/Boston 2019, S. 69f.</note> spado Gallus","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""139"" xml:lang=""la"" type=""auto"">Enthea cui mater deposcit Atyn<note xml:id=""fn50"" type=""footnote"" n=""50"">Attis, der Geliebte der phrygischen Göttin Kybele, der sich selbst kastrierte; s. Rosario Moreno Soldevila et al., A Prosopography to Martial’s Epigrams, Berlin/Boston 2019, S. 69f.</note> spado Gallus<note xml:id=""fn51"" type=""footnote"" n=""51"">Galli hießen die Priester der Kybele.</note>, Usque Celenęo<note xml:id=""fnk"" type=""footnote"" n=""k"">Von Müller aus Celęneo korrigiert.</note><note xml:id=""fn52"" type=""footnote"" n=""52"">Zu verstehen: phrygisch.</note> mollis amore iacet.</s>","Attis, der Geliebte der phrygischen Göttin Kybele, der sich selbst kastrierte; s. Rosario Moreno Soldevila et al., A Prosopography to Martial’s Epigrams, Berlin/Boston 2019, S. 69f. spado Gallus","Enthea cui mater deposcit Atyn__50 spado Gallus__51, Usque Celenęo__k__52 mollis amore iacet.",28,4,misc
10013,20,51,139,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn51"" type=""footnote"" n=""51"">Galli hießen die Priester der Kybele.</note>, Usque Celenęo","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""139"" xml:lang=""la"" type=""auto"">Enthea cui mater deposcit Atyn<note xml:id=""fn50"" type=""footnote"" n=""50"">Attis, der Geliebte der phrygischen Göttin Kybele, der sich selbst kastrierte; s. Rosario Moreno Soldevila et al., A Prosopography to Martial’s Epigrams, Berlin/Boston 2019, S. 69f.</note> spado Gallus<note xml:id=""fn51"" type=""footnote"" n=""51"">Galli hießen die Priester der Kybele.</note>, Usque Celenęo<note xml:id=""fnk"" type=""footnote"" n=""k"">Von Müller aus Celęneo korrigiert.</note><note xml:id=""fn52"" type=""footnote"" n=""52"">Zu verstehen: phrygisch.</note> mollis amore iacet.</s>","Galli hießen die Priester der Kybele., Usque Celenęo","Enthea cui mater deposcit Atyn__50 spado Gallus__51, Usque Celenęo__k__52 mollis amore iacet.",8,6,misc
10013,20,52,139,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn52"" type=""footnote"" n=""52"">Zu verstehen: phrygisch.</note> mollis amore iacet.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""139"" xml:lang=""la"" type=""auto"">Enthea cui mater deposcit Atyn<note xml:id=""fn50"" type=""footnote"" n=""50"">Attis, der Geliebte der phrygischen Göttin Kybele, der sich selbst kastrierte; s. Rosario Moreno Soldevila et al., A Prosopography to Martial’s Epigrams, Berlin/Boston 2019, S. 69f.</note> spado Gallus<note xml:id=""fn51"" type=""footnote"" n=""51"">Galli hießen die Priester der Kybele.</note>, Usque Celenęo<note xml:id=""fnk"" type=""footnote"" n=""k"">Von Müller aus Celęneo korrigiert.</note><note xml:id=""fn52"" type=""footnote"" n=""52"">Zu verstehen: phrygisch.</note> mollis amore iacet.</s>",Zu verstehen: phrygisch. mollis amore iacet.,"Enthea cui mater deposcit Atyn__50 spado Gallus__51, Usque Celenęo__k__52 mollis amore iacet.",6,8,misc
10013,20,53,142,"<note xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""fn53"" type=""footnote"" n=""53"">Bischof <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName>.</note> dicere ficta patri.","<s xmlns=""http://www.tei-c.org/ns/1.0"" n=""142"" xml:lang=""la"" type=""auto"">Ferreus est animo, facilis delator amici, Qui studet Hugoni<note xml:id=""fn53"" type=""footnote"" n=""53"">Bischof <persName ref=""p7563"" cert=""high"">Hugo von Hohenlandenberg</persName>.</note> dicere ficta patri.</s>",Bischof Hugo von Hohenlandenberg. dicere ficta patri.,"Ferreus est animo, facilis delator amici, Qui studet Hugoni__53 dicere ficta patri.",7,8,misc
