letter_id,n_footnote,generated_footnote,xml_footnote,label,bleu_with,rouge_with,bleu_without,rouge_without,bert_with,bert_without
11941,28,"<persName ref=""p8051"" cert=""high"">Ritter</persName> hatte damals an <persName ref=""p467"" cert=""high"">Bucer</persName> geschrieben, daß er, wenn er Bullinger nicht antworten würde, den Zürchern vorwerfen würde, daß sie den <placeName ref=""l558"" cert=""high"">Wittenberger</placeName> Artikeln nicht mehr zustimmten; s. <bibl>HBBW</bibl> XIV 513, 2-8 mit Anm. 2.","Gemeint ist die in <placeName ref=""l2045"" cert=""high"">Toulon</placeName> stationierte türkische Flotte unter dem Kommando von <persName ref=""p19042"" cert=""high"">Cheireddin Barbarossa</persName>; s. <bibl>HBBW</bibl> XIII <ref target=""file11877"">[Nr. 1831]</ref> 362f, 249-253 mit Anm. 65.",self_ref,0.34873798501217806,0.33333333333333337,0.08047798253159327,0.125,0.8068972229957581,0.7134591341018677
12561,29,"<persName ref=""p9780"" cert=""high"">Herzog Ulrich von Württemberg</persName> und seine Gemahlin Anna von Braunschweig. - Siehe dazu <ref target=""file12560"">Nr. 2513</ref>,<ptr target=""qvzl17180-5"" type=""qv""/>.","<persName ref=""p7584"" cert=""high"">Anna Jagiello</persName>, Königin von Böhmen und Ungarn.",misc,0.19166853819682558,0.34782608695652173,0.0,0.25,0.8102004528045654,0.7072587609291077
11941,19,"<persName ref=""p8051"" cert=""high"">Ambrosius</persName>, In evangelium Matthaei, 9, 18 (<bibl>MPL</bibl> XV 1559, 2-7). - Vgl. <bibl>BucerDS</bibl> VI/1 177, 9-11.","Gemeint ist der 1516 geschlossene Ewige Friede, vgl. oben <ref target=""file11925"">Nr. 1879</ref>, Anm. 7.",misc,0.0,0.13333333333333333,0.0,0.12903225806451615,0.6698392629623413,0.6556350588798523
11941,4,"<persName ref=""p467"" cert=""high"">Bucer</persName> bezieht sich auf Bullingers Brief vom 18. März 1544 (oben <ref target=""file11920"">Nr. 1874</ref>, bes. Z. 2-4).","Zu <persName ref=""p1974"" cert=""high"">Luthers</persName> Brief an <persName ref=""p1227"" cert=""high"">Christoph Froschauer</persName> vom 31. August 1543 s. zuletzt oben <ref target=""file11920"">Nr. 1874</ref>, Anm. 3.",misc,0.40234524688200307,0.4590163934426229,0.1646978284931428,0.28571428571428575,0.8346613645553589,0.779658854007721
10650,7,"Oben <ref target=""file10649"">Nr. 611</ref>.","Unten <ref target=""file10651"">Nr. 613</ref>.",inner_ref,0.573057404379869,0.5714285714285714,0.0,0.3333333333333333,0.9733651876449585,0.9143074750900269
11941,24,"Siehe <bibl>HBBW</bibl> XIV 467, 11f.",Vgl. oben Anm. 1.,inner_ref,0.0,0.0,0.0,0.0,0.6484224200248718,0.7007320523262024
12561,46,"<persName ref=""p8051"" cert=""high"">Blarer</persName> bezieht sich auf den oben <ref target=""file12557"">Nr. 2510</ref>, 1-10, erwähnten Brief an die eidgenössischen Orte. - Vgl. <ref target=""file12561"">Nr. 2514</ref>, Anm. 4.",In einem nicht mehr erhaltenen Brief; s. Anm. 31.,misc,0.0,0.08695652173913043,0.0,0.125,0.5934836268424988,0.6886973977088928
11507,16,"<persName ref=""p6355"" cert=""Vgl. <cit type=""bible""><ref>Mt 7, 15</ref></cit>; <cit type=""bible""><ref>12, 37</ref></cit>; <cit type=""bible""><ref>24, 10</ref></cit>; <cit type=""bible""><ref>25, 1-3</ref></cit>; <cit type=""bible""><ref>26, 13-30</ref></cit>; <cit type=""Vgl. <cit type=""bible""><ref>Mt 7, 21</ref></cit>; <cit type=""bible""><ref>12, 38</ref></cit>; <cit typeVgl. <cit type=""bible""><ref>Mt 7, 15</ref></cit>; <cit type=""bible""><ref>12, 37</ref></cit>; <citVgl. <cit type=""bible""><ref>Mt 7, 21</ref></cit>; <citVgl. <cit type=""bible""><ref>Mt 7, 21</ref></cit>; <citVgl. <cit","Vgl. <cit type=""bible""><ref>Röm 10, 10</ref></cit>.",bible,0.06820655196143272,0.13333333333333333,0.0,0.05555555555555555,0.7164427042007446,0.6490842700004578
12561,40,"Die von <placeName ref=""l41"" cert=""high"">Bern</placeName> in der oben Anm. 2 erwähnten Briefe.","Das Geheimalphabet (s. dazu <ref target=""file12550"">Nr. 2503</ref>,42-48; <ref target=""file12552"">Nr. 2505</ref>,6. 74), das Bullinger offensichtlich in seinem dem jungen Herrliberger anvertrauten Brief verwendet hat.",misc,0.0,0.08163265306122448,0.0,0.05714285714285715,0.673457145690918,0.6751636862754822
12561,39,"Nr. 2509 vom 25. Juli. - Siehe dazu <ref target=""file12560"">Nr. 2513</ref>,<ptr target=""qvzl17175-6"" type=""qv""/>.","Bullingers Brief an <persName ref=""p8018"" cert=""high"">Haller</persName> vom 10. Juli (<ref target=""file12541"">Nr. 2494</ref>); s. <ref target=""file12571"">Nr. 2524</ref>,2-4.",misc,0.17993064512174028,0.3404255319148936,0.0,0.34782608695652173,0.7825493216514587,0.7574740052223206
12561,38,"Nr. 2509 vom 23. Juli. - Siehe dazu oben <ref target=""file12559"">Nr. 2512</ref>, Anm. 5.","Brief <ref target=""file12554"">Nr. 2507</ref> vom 22. Juli.",misc,0.2949085102256453,0.4615384615384615,0.0,0.3333333333333333,0.8721858859062195,0.8176409602165222
11507,20,"<persName ref=""p6355"" cert=""high"">Hieronymus</persName>, Commentarius in epistolam ad Hebr. (<bibl>CChr-L</bibl> CXXVII 15, 2-16, 12).","Bullinger, Commentarius in epistolam ad Hebraeos, Zürich (<persName ref=""p1227"" cert=""high"">Christoph Froschauer</persName>) 1532 (<bibl>HBBibl</bibl> I 38) (gedacht ist wohl an die Auslegung von <cit type=""bible""><ref>Hebr 10, 32-34</ref></cit>, bes. f. 112v.; vgl. die ausführliche Kritik an der Messe, f. 98r.-107r.).","bible, bibl",0.13051898823863586,0.3243243243243244,0.03599402221535414,0.19230769230769232,0.7842317819595337,0.7310726642608643
11507,23,"Vgl. <cit type=""bible""><ref>Apk 21, 4</ref></cit>.","Vgl. <cit type=""bible""><ref>Apg 14, 22</ref></cit>.",bible,0.7795149903947967,0.7,0.0,0.25,0.9863109588623047,0.9682959318161011
